return_code,avg_bits_per_value,avg_exceptions_per_vector,kernel,compressor,file,n_bytes,duration_ms,compression_ratio,data_type,n_vecs,sample_run
0,"","",decompression,GDeflate,cms9,209715200,32.052673,3.330436,f64,25600,9
0,"","",decompression_query,Deflate,basel_wind_f,209715200,227.149597,1.082274,f64,25600,8
0,"","",decompression,Bitcomp,Telco-111-rechrg_total_load_p2,104857600,2.198528,1.191894,f32,25600,7
0,12.884258,7.710117,decompression_query,GALP,neon_dew_point_temp,209715200,1.314656,4.630116,f64,25600,1
0,"","",decompression_query,Bitcomp,Telco-152-total_mins_p2,104857600,2.966944,1.010127,f32,25600,7
0,"","",decompression_query,zstd,phone_gyro_f64,209715200,78.300484,2.323507,f64,25600,2
0,"","",decompression_query,BitcompSparse,Telco-111-rechrg_total_load_p2,104857600,2.536480,1.177870,f32,25600,6
0,"","",decompression_query,Thrust,neon_air_pressure,209715200,5.206944,1.000000,f64,25600,6
0,"","",decompression,Snappy,neon_bio_temp_c,209715200,56.621536,2.200886,f64,25600,8
0,"","",decompression_query,Snappy,Telco-157-total_outgoing_min_p2,104857600,11.625760,1.160061,f32,25600,3
0,"","",decompression_query,Deflate,Telco-156-total_outgoing_min_p1,104857600,113.578079,1.222041,f32,25600,8
0,6.842227,0.000000,decompression_query,ALP,stocks_usa_c,209715200,1.310880,9.237657,f64,25600,7
0,"","",decompression_query,GDeflate,CMSprovider-8-line_srvc_cnt,104857600,17.175264,2.124633,f32,25600,6
0,"","",decompression_query,zstd,bird_migration_f,209715200,86.404831,2.865334,f64,25600,6
0,16.522695,187.085195,decompression_query,GALP,Telco-151-total_mins_p1,104857600,0.870240,1.238055,f32,25600,3
0,"","",decompression,GDeflate,Telco-96-onnet_mins_p4,104857600,16.901600,1.577383,f32,25600,10
0,"","",decompression_query,Thrust,Telco-111-rechrg_total_load_p2,104857600,4.746816,1.000000,f32,25600,9
0,9.858984,0.204453,decompression_query,ALP,neon_bio_temp_c,209715200,1.331072,6.425126,f64,25600,8
0,16.522695,187.085195,decompression,GALP,Telco-151-total_mins_p1,104857600,1.720192,1.238055,f32,25600,5
0,"","",decompression_query,Deflate,cms25,209715200,223.447845,1.059058,f64,25600,10
0,"","",decompression_query,BitcompSparse,basel_temp_f,209715200,4.377312,0.998294,f64,25600,8
0,"","",decompression_query,GDeflate,arade4,209715200,35.589409,1.068834,f64,25600,1
0,"","",decompression,LZ4,PanCreactomy1-8-line_srvc_cnt,104857600,32.020481,1.345570,f32,25600,9
0,"","",decompression_query,Snappy,bird_migration_f,209715200,51.960865,2.010449,f64,25600,1
0,"","",decompression,zstd,gov31,209715200,13.443040,40.656923,f64,25600,2
0,"","",decompression_query,GDeflate,Telco-96-onnet_mins_p4,104857600,17.594721,1.577383,f32,25600,10
0,2.795703,52.926055,decompression,GALP,gov30,209715200,1.901888,8.807555,f64,25600,5
0,"","",decompression,BitcompSparse,Telco-113-rechrg_total_load_p4,104857600,2.015360,1.441320,f32,25600,5
0,2.795703,52.926055,decompression,GALP,gov30,209715200,1.896544,8.807555,f64,25600,1
0,"","",decompression,zstd,Telco-83-offnet_rev_p1,104857600,47.826145,1.969280,f32,25600,1
0,10.637852,0.109961,decompression_query,GALP,city_temperature_f,209715200,1.315200,5.827517,f64,25600,7
0,13.342500,100.114805,decompression_query,ALP,Telco-96-onnet_mins_p4,104857600,3.525344,1.768926,f32,25600,4
0,8.610977,12.376680,decompression,ALP,Telco-113-rechrg_total_load_p4,104857600,1.713952,3.461023,f32,25600,10
0,"","",decompression,LZ4,cms1,209715200,31.376991,1.893245,f64,25600,8
0,"","",decompression_query,Thrust,MedPaymenT1-8-line_srvc_cnt,104857600,4.680512,1.000000,f32,25600,3
0,0.006680,11.544180,decompression_query,ALP,gov40,209715200,1.564928,64.353544,f64,25600,6
0,"","",decompression_query,zstd,stocks_de,209715200,91.962914,5.919363,f64,25600,3
0,"","",decompression,zstd,arade4,209715200,84.318977,1.792259,f64,25600,10
0,"","",decompression_query,Thrust,neon_pm10_dust,209715200,5.228320,1.000000,f64,25600,1
0,13.342500,100.114805,decompression_query,GALP,Telco-96-onnet_mins_p4,104857600,0.728320,1.721349,f32,25600,6
0,"","",decompression_query,GDeflate,Telco-114-rechrg_total_load_p6,104857600,17.377119,1.787279,f32,25600,9
0,"","",decompression,zstd,Telco-171-total_outgoing_rev_p1,104857600,29.567392,1.227389,f32,25600,7
0,11.156250,15.422148,decompression,GALP,PanCreactomy1-8-line_srvc_cnt,104857600,1.074560,2.573619,f32,25600,4
0,"","",decompression_query,Thrust,Telco-151-total_mins_p1,104857600,4.743936,1.000000,f32,25600,6
0,"","",decompression_query,Bitcomp,Telco-159-total_outgoing_min_p4,104857600,2.974752,1.256350,f32,25600,10
0,"","",decompression,Snappy,astro_mhd_f64,209715200,8.970784,11.877240,f64,25600,7
0,"","",decompression,Snappy,CMSprovider-8-line_srvc_cnt,104857600,34.625599,1.703899,f32,25600,10
0,"","",decompression,Deflate,phone_gyro_f64,209715200,220.474182,1.101554,f64,25600,10
0,"","",decompression,zstd,Telco-151-total_mins_p1,104857600,30.930208,1.369298,f32,25600,3
0,28.323984,17.703008,decompression_query,GALP,basel_wind_f,209715200,1.318464,2.130282,f64,25600,8
0,9.714297,19.988086,decompression_query,GALP,spain_gas_price_f64,209715200,1.316864,5.511633,f64,25600,4
0,0.006680,11.544180,decompression,ALP,gov40,209715200,1.742144,64.353544,f64,25600,8
0,"","",decompression_query,Bitcomp,Physicians-8-line_srvc_cnt,104857600,5.145696,1.007999,f32,25600,10
0,"","",decompression_query,LZ4,medicare9,209715200,38.464256,2.570875,f64,25600,6
0,9.646797,12.944609,decompression_query,GALP,Telco-112-rechrg_total_load_p3,104857600,0.569248,2.960698,f32,25600,1
0,"","",decompression_query,zstd,neon_bio_temp_c,209715200,98.201469,3.717632,f64,25600,7
0,"","",decompression_query,GDeflate,neon_wind_dir,209715200,35.381634,1.311304,f64,25600,10
0,"","",decompression,Deflate,Telco-171-total_outgoing_rev_p1,104857600,112.913216,1.187800,f32,25600,7
0,"","",decompression_query,BitcompSparse,Telco-33-free_mins_p1,104857600,3.338560,1.173926,f32,25600,6
0,13.020938,2.866719,decompression_query,ALP,Telco-110-rechrg_total_load_p1,104857600,1.064448,2.422407,f32,25600,5
0,"","",decompression,LZ4,medicare9,209715200,36.774975,2.570875,f64,25600,2
0,8.216953,4.124922,decompression,GALP,neon_pm10_dust,209715200,1.816288,7.211146,f64,25600,2
0,28.323984,17.703008,decompression_query,GALP,basel_wind_f,209715200,1.317472,2.130282,f64,25600,7
0,11.253086,9.415430,decompression_query,ALP,medicare9,209715200,1.779392,5.300381,f64,25600,4
0,"","",decompression,GDeflate,Telco-22-chrgd_rev_p1,104857600,16.963137,1.365514,f32,25600,10
0,"","",decompression,Deflate,nyc29,209715200,216.832581,1.186288,f64,25600,5
0,"","",decompression,LZ4,spain_gas_price_f64,209715200,37.632095,2.884484,f64,25600,1
0,"","",decompression_query,GDeflate,Telco-33-free_mins_p1,104857600,17.491137,1.637544,f32,25600,10
0,"","",decompression,Deflate,Telco-35-free_mins_p3,104857600,109.341148,2.230585,f32,25600,8
0,"","",decompression,Snappy,gov30,209715200,20.102049,7.873705,f64,25600,8
0,24.215000,8.152734,decompression_query,ALP,arade4,209715200,1.829984,2.566378,f64,25600,10
0,"","",decompression_query,zstd,Telco-35-free_mins_p3,104857600,46.074818,2.781813,f32,25600,1
0,"","",decompression_query,zstd,Telco-93-onnet_mins_p1,104857600,36.770336,1.471975,f32,25600,3
0,"","",decompression,Snappy,Telco-158-total_outgoing_min_p3,104857600,18.654079,1.311515,f32,25600,1
0,"","",decompression,zstd,Telco-113-rechrg_total_load_p4,104857600,38.446369,3.543481,f32,25600,6
0,0.006680,11.544180,decompression_query,ALP,gov40,209715200,1.554208,64.353544,f64,25600,5
0,"","",decompression_query,Snappy,Physicians-8-line_srvc_cnt,104857600,33.503742,1.679635,f32,25600,3
0,"","",decompression_query,LZ4,Telco-33-free_mins_p1,104857600,23.260511,1.385441,f32,25600,7
0,"","",decompression,Snappy,MedPaymenT1-8-line_srvc_cnt,104857600,33.543678,1.679634,f32,25600,10
0,"","",decompression_query,Thrust,Telco-114-rechrg_total_load_p6,104857600,4.760512,1.000000,f32,25600,6
0,16.052305,0.114687,decompression_query,ALP,ssd_hdd_benchmarks_f,209715200,1.335456,3.963535,f64,25600,9
0,"","",decompression_query,Bitcomp,neon_wind_dir,209715200,4.409984,0.998294,f64,25600,4
0,"","",decompression,Snappy,city_temperature_f,209715200,34.498688,2.406453,f64,25600,3
0,"","",decompression,zstd,neon_air_pressure,209715200,63.445698,4.028308,f64,25600,5
0,"","",decompression,Bitcomp,Telco-112-rechrg_total_load_p3,104857600,3.059904,1.290011,f32,25600,9
0,"","",decompression_query,LZ4,cms9,209715200,37.947041,2.578354,f64,25600,10
0,40.405234,7.715742,decompression,ALP,cms25,209715200,2.864224,1.557406,f64,25600,5
0,"","",decompression_query,Snappy,Telco-35-free_mins_p3,104857600,30.741920,2.071871,f32,25600,1
0,9.905156,28.033633,decompression,GALP,cms9,209715200,1.990144,5.148328,f64,25600,1
0,"","",decompression,GDeflate,Telco-93-onnet_mins_p1,104857600,17.002975,1.312781,f32,25600,8
0,"","",decompression,zstd,bitcoin_transactions_f,209715200,84.043549,1.606041,f64,25600,10
0,"","",decompression_query,Thrust,Telco-156-total_outgoing_min_p1,104857600,4.761568,1.000000,f32,25600,1
0,16.046797,190.214180,decompression,ALP,Telco-157-total_outgoing_min_p2,104857600,5.495168,1.279091,f32,25600,3
0,"","",decompression,GDeflate,Telco-152-total_mins_p2,104857600,16.998177,1.282223,f32,25600,6
0,"","",decompression,GDeflate,CityMaxCapita-13-lpf,104857600,16.849695,1.429024,f32,25600,4
0,9.376016,170.870898,decompression,GALP,Telco-35-free_mins_p3,104857600,1.454656,1.783696,f32,25600,8
0,"","",decompression_query,Snappy,bitcoin_transactions_f,209715200,70.068832,1.180495,f64,25600,3
0,"","",decompression_query,LZ4,Telco-157-total_outgoing_min_p2,104857600,14.349664,1.118156,f32,25600,1
0,"","",decompression,BitcompSparse,arade4,209715200,3.055808,0.998294,f64,25600,4
0,28.051914,143.778828,decompression,ALP,medicare1,209715200,6.953248,1.625580,f64,25600,7
0,"","",decompression_query,BitcompSparse,Telco-96-onnet_mins_p4,104857600,2.660288,1.289692,f32,25600,6
0,16.522695,187.085195,decompression,GALP,Telco-151-total_mins_p1,104857600,1.726144,1.238055,f32,25600,8
0,"","",decompression_query,Deflate,Telco-83-offnet_rev_p1,104857600,113.159233,1.669316,f32,25600,8
0,"","",decompression_query,BitcompSparse,Telco-95-onnet_mins_p3,104857600,2.681472,1.206902,f32,25600,1
0,"","",decompression,GDeflate,Telco-33-free_mins_p1,104857600,16.889664,1.637544,f32,25600,10
0,17.988594,178.304023,decompression_query,ALP,Telco-156-total_outgoing_min_p1,104857600,4.860640,1.212062,f32,25600,2
0,"","",decompression,GDeflate,Telco-153-total_mins_p3,104857600,16.967487,1.475635,f32,25600,3
0,"","",decompression,Snappy,phone_gyro_f64,209715200,53.701248,1.589831,f64,25600,3
0,"","",decompression_query,GDeflate,stocks_de,209715200,35.764736,1.341627,f64,25600,6
0,16.052305,0.114687,decompression_query,GALP,ssd_hdd_benchmarks_f,209715200,1.313952,3.903105,f64,25600,7
0,"","",decompression_query,zstd,cms1,209715200,66.884544,2.460039,f64,25600,8
0,"","",decompression,LZ4,Telco-112-rechrg_total_load_p3,104857600,30.051296,1.504148,f32,25600,4
0,0.000000,39.839922,decompression,ALP,astro_mhd_f64,209715200,2.144288,20.009809,f64,25600,9
0,"","",decompression,LZ4,phone_gyro_f64,209715200,37.177921,1.795464,f64,25600,2
0,"","",decompression,Deflate,Telco-151-total_mins_p1,104857600,111.749313,1.277668,f32,25600,8
0,"","",decompression_query,Bitcomp,Telco-152-total_mins_p2,104857600,2.970176,1.010127,f32,25600,5
0,"","",decompression_query,GDeflate,gov31,209715200,32.303040,6.041883,f64,25600,1
0,"","",decompression,GDeflate,CMSprovider-8-line_srvc_cnt,104857600,16.548544,2.124633,f32,25600,9
0,"","",decompression,Bitcomp,gov10,209715200,6.153312,1.069725,f64,25600,1
0,"","",decompression,Deflate,Telco-156-total_outgoing_min_p1,104857600,116.383102,1.222041,f32,25600,8
0,26.095195,8.381016,decompression,ALP,bitcoin_f,209715200,2.617088,2.384865,f64,25600,10
0,"","",decompression,GDeflate,basel_temp_f,209715200,34.115391,1.067053,f64,25600,2
0,"","",decompression_query,BitcompSparse,spain_gas_price_f64,209715200,4.366496,0.998294,f64,25600,3
0,"","",decompression_query,GDeflate,stocks_de,209715200,35.283329,1.341627,f64,25600,7
0,"","",decompression_query,GDeflate,gov30,209715200,32.705761,4.901134,f64,25600,1
0,"","",decompression_query,zstd,Telco-22-chrgd_rev_p1,104857600,35.356064,1.495213,f32,25600,3
0,"","",decompression_query,zstd,bird_migration_f,209715200,86.424225,2.865334,f64,25600,2
0,"","",decompression_query,Deflate,arade4,209715200,228.240036,1.072136,f64,25600,3
0,"","",decompression,Snappy,Telco-110-rechrg_total_load_p1,104857600,43.353825,1.493974,f32,25600,4
0,"","",decompression,Deflate,Telco-110-rechrg_total_load_p1,104857600,116.218468,2.020340,f32,25600,1
0,"","",decompression,LZ4,bitcoin_f,209715200,17.796255,3.880106,f64,25600,2
0,"","",decompression,Snappy,Telco-152-total_mins_p2,104857600,17.391520,1.117873,f32,25600,1
0,"","",decompression_query,zstd,neon_wind_dir,209715200,91.188354,2.553217,f64,25600,5
0,"","",decompression,BitcompSparse,food_prices,209715200,4.844032,1.053993,f64,25600,1
0,"","",decompression,GDeflate,gov31,209715200,30.459648,6.041883,f64,25600,10
0,"","",decompression_query,Snappy,bird_migration_f,209715200,52.417599,2.010449,f64,25600,5
0,"","",decompression,Deflate,Telco-93-onnet_mins_p1,104857600,112.896896,1.317742,f32,25600,4
0,"","",decompression,GDeflate,neon_wind_dir,209715200,33.778591,1.311304,f64,25600,10
0,"","",decompression_query,Deflate,cms9,209715200,201.324188,3.360561,f64,25600,9
0,"","",decompression_query,BitcompSparse,neon_air_pressure,209715200,4.336000,0.998294,f64,25600,5
0,11.156250,15.422148,decompression_query,GALP,PanCreactomy1-8-line_srvc_cnt,104857600,0.573920,2.573619,f32,25600,6
0,"","",decompression_query,BitcompSparse,gov40,209715200,2.844320,64.672780,f64,25600,2
0,"","",decompression,Snappy,Telco-152-total_mins_p2,104857600,17.628992,1.117873,f32,25600,9
0,"","",decompression_query,GDeflate,Telco-153-total_mins_p3,104857600,17.591936,1.475635,f32,25600,5
0,"","",decompression_query,BitcompSparse,city_temperature_f,209715200,7.014912,1.008417,f64,25600,6
0,"","",decompression_query,Snappy,basel_wind_f,209715200,46.001087,2.196635,f64,25600,5
0,"","",decompression_query,BitcompSparse,PanCreactomy1-8-line_srvc_cnt,104857600,3.797984,1.008693,f32,25600,7
0,"","",decompression_query,BitcompSparse,cms9,209715200,6.689600,1.244735,f64,25600,2
0,"","",decompression,BitcompSparse,Telco-157-total_outgoing_min_p2,104857600,1.837760,1.106588,f32,25600,1
0,"","",decompression_query,Snappy,neon_wind_dir,209715200,58.942657,1.740425,f64,25600,2
0,"","",decompression_query,Deflate,Telco-153-total_mins_p3,104857600,113.423714,1.481911,f32,25600,2
0,16.046797,190.214180,decompression,GALP,Telco-157-total_outgoing_min_p2,104857600,1.777920,1.254028,f32,25600,5
0,"","",decompression,Deflate,cms1,209715200,219.628418,1.206466,f64,25600,9
0,10.987305,8.494844,decompression,GALP,CMSprovider-8-line_srvc_cnt,104857600,1.052896,2.680025,f32,25600,2
0,"","",decompression_query,Thrust,Telco-151-total_mins_p1,104857600,4.687552,1.000000,f32,25600,9
0,"","",decompression,GDeflate,cms25,209715200,34.099106,1.055848,f64,25600,4
0,"","",decompression_query,Snappy,Telco-152-total_mins_p2,104857600,18.221249,1.117873,f32,25600,2
0,"","",decompression,Deflate,Telco-35-free_mins_p3,104857600,110.478432,2.230585,f32,25600,2
0,"","",decompression_query,BitcompSparse,stocks_de,209715200,4.408448,1.000455,f64,25600,5
0,"","",decompression_query,GDeflate,bitcoin_transactions_f,209715200,35.615520,1.060843,f64,25600,4
0,"","",decompression_query,Thrust,bitcoin_transactions_f,209715200,4.975520,1.000000,f64,25600,8
0,"","",decompression_query,Bitcomp,gov31,209715200,4.160672,15.310120,f64,25600,10
0,"","",decompression,Bitcomp,neon_dew_point_temp,209715200,3.159360,0.998310,f64,25600,9
0,"","",decompression_query,Deflate,Telco-110-rechrg_total_load_p1,104857600,109.356895,2.020340,f32,25600,10
0,"","",decompression_query,GDeflate,MedPaymenT1-8-line_srvc_cnt,104857600,17.180992,2.111433,f32,25600,1
0,"","",decompression,LZ4,medicare1,209715200,34.223137,1.658314,f64,25600,9
0,"","",decompression_query,Snappy,stocks_uk,209715200,43.018398,3.226610,f64,25600,4
0,"","",decompression,BitcompSparse,stocks_uk,209715200,3.352320,1.012269,f64,25600,4
0,"","",decompression,BitcompSparse,Telco-156-total_outgoing_min_p1,104857600,1.733536,1.018122,f32,25600,6
0,10.987305,8.494844,decompression,GALP,CMSprovider-8-line_srvc_cnt,104857600,1.055840,2.680025,f32,25600,1
0,40.405234,7.715742,decompression,ALP,cms25,209715200,2.840064,1.557406,f64,25600,8
0,"","",decompression_query,Bitcomp,neon_air_pressure,209715200,8.159584,1.380944,f64,25600,6
0,20.116953,6.768633,decompression,ALP,bird_migration_f,209715200,2.476288,3.087061,f64,25600,4
0,"","",decompression,GDeflate,Telco-83-offnet_rev_p1,104857600,16.805729,1.661359,f32,25600,5
0,"","",decompression,Snappy,Physicians-8-line_srvc_cnt,104857600,32.509377,1.679635,f32,25600,8
0,"","",decompression,GDeflate,gov26,209715200,28.624352,7.593244,f64,25600,5
0,"","",decompression_query,Deflate,Telco-110-rechrg_total_load_p1,104857600,110.176445,2.020340,f32,25600,6
0,"","",decompression_query,Bitcomp,stocks_de,209715200,6.138464,1.030772,f64,25600,4
0,2.795703,52.926055,decompression_query,GALP,gov30,209715200,1.321344,8.807555,f64,25600,9
0,"","",decompression_query,zstd,Telco-152-total_mins_p2,104857600,36.945599,1.366566,f32,25600,10
0,"","",decompression,zstd,Telco-83-offnet_rev_p1,104857600,48.038177,1.969280,f32,25600,9
0,"","",decompression_query,zstd,Telco-114-rechrg_total_load_p6,104857600,43.755520,1.989574,f32,25600,5
0,"","",decompression_query,Deflate,gov40,209715200,192.711777,7.468592,f64,25600,9
0,15.930469,0.000000,decompression_query,ALP,neon_wind_dir,209715200,1.312928,3.995903,f64,25600,6
0,"","",decompression,GDeflate,stocks_de,209715200,33.812927,1.341627,f64,25600,6
0,24.215000,8.152734,decompression_query,ALP,arade4,209715200,1.829888,2.566378,f64,25600,9
0,"","",decompression_query,Deflate,Telco-152-total_mins_p2,104857600,112.471329,1.286959,f32,25600,8
0,"","",decompression_query,Thrust,astro_mhd_f64,209715200,5.101984,1.000000,f64,25600,8
0,"","",decompression_query,BitcompSparse,gov30,209715200,3.586976,7.429544,f64,25600,4
0,"","",decompression,BitcompSparse,Telco-157-total_outgoing_min_p2,104857600,1.841408,1.106588,f32,25600,2
0,"","",decompression_query,Deflate,Telco-93-onnet_mins_p1,104857600,114.105148,1.317742,f32,25600,6
0,"","",decompression_query,zstd,Telco-112-rechrg_total_load_p3,104857600,45.497505,3.161956,f32,25600,1
0,"","",decompression_query,zstd,Telco-157-total_outgoing_min_p2,104857600,29.691521,1.399121,f32,25600,6
0,"","",decompression,Snappy,nyc29,209715200,50.370495,1.895520,f64,25600,9
0,"","",decompression,Bitcomp,astro_mhd_f64,209715200,6.780224,19.504834,f64,25600,10
0,"","",decompression_query,Deflate,food_prices,209715200,215.220322,1.785034,f64,25600,10
0,13.342500,100.114805,decompression,GALP,Telco-96-onnet_mins_p4,104857600,1.286368,1.721349,f32,25600,8
0,"","",decompression_query,Bitcomp,gov31,209715200,3.875232,15.310120,f64,25600,9
0,"","",decompression,Deflate,cms25,209715200,220.946747,1.059058,f64,25600,6
0,"","",decompression,GDeflate,CMSprovider-8-line_srvc_cnt,104857600,16.531233,2.124633,f32,25600,2
0,28.051914,143.778828,decompression_query,ALP,medicare1,209715200,5.798304,1.625580,f64,25600,9
0,"","",decompression,Bitcomp,bird_migration_f,209715200,5.984864,1.017453,f64,25600,7
0,"","",decompression_query,GDeflate,phone_gyro_f64,209715200,35.361824,1.098091,f64,25600,10
0,"","",decompression_query,Thrust,stocks_de,209715200,5.050752,1.000000,f64,25600,1
0,11.253086,9.415430,decompression,GALP,medicare9,209715200,1.891936,5.192865,f64,25600,3
0,"","",decompression,BitcompSparse,gov10,209715200,4.289120,1.105199,f64,25600,1
0,"","",decompression_query,LZ4,spain_gas_price_f64,209715200,39.305634,2.884484,f64,25600,9
0,"","",decompression,GDeflate,Telco-114-rechrg_total_load_p6,104857600,16.746656,1.787279,f32,25600,6
0,15.930469,0.000000,decompression,ALP,neon_wind_dir,209715200,1.951104,3.995903,f64,25600,7
0,"","",decompression_query,Snappy,arade4,209715200,74.833565,1.269186,f64,25600,9
0,"","",decompression_query,LZ4,Telco-157-total_outgoing_min_p2,104857600,14.314400,1.118156,f32,25600,7
0,"","",decompression,GDeflate,neon_wind_dir,209715200,33.747776,1.311304,f64,25600,9
0,"","",decompression_query,BitcompSparse,cms9,209715200,6.699584,1.244735,f64,25600,4
0,"","",decompression,Snappy,Telco-171-total_outgoing_rev_p1,104857600,10.471840,1.038005,f32,25600,6
0,13.705000,112.350313,decompression_query,GALP,Telco-159-total_outgoing_min_p4,104857600,0.743872,1.638831,f32,25600,6
0,14.997734,101.303398,decompression,ALP,Telco-95-onnet_mins_p3,104857600,4.015456,1.616078,f32,25600,2
0,"","",decompression,GDeflate,CMSprovider-8-line_srvc_cnt,104857600,16.523647,2.124633,f32,25600,1
0,"","",decompression_query,Thrust,CMSprovider-8-line_srvc_cnt,104857600,4.691296,1.000000,f32,25600,5
0,"","",decompression,GDeflate,ssd_hdd_benchmarks_f,209715200,33.102497,1.934511,f64,25600,5
0,"","",decompression,Bitcomp,gov40,209715200,2.307648,67.820886,f64,25600,10
0,"","",decompression_query,zstd,neon_wind_dir,209715200,91.195518,2.553217,f64,25600,9
0,"","",decompression_query,Thrust,Telco-93-onnet_mins_p1,104857600,4.672800,1.000000,f32,25600,7
0,"","",decompression_query,Thrust,gov31,209715200,5.145856,1.000000,f64,25600,10
0,10.570820,2.272852,decompression_query,GALP,stocks_de,209715200,1.313632,5.773920,f64,25600,9
0,15.930469,0.000000,decompression_query,GALP,neon_wind_dir,209715200,1.314912,3.934489,f64,25600,9
0,"","",decompression,BitcompSparse,neon_wind_dir,209715200,3.059968,0.998294,f64,25600,3
0,11.583555,10.088711,decompression_query,GALP,Physicians-8-line_srvc_cnt,104857600,0.571808,2.537437,f32,25600,9
0,"","",decompression_query,GDeflate,neon_bio_temp_c,209715200,35.902817,1.398215,f64,25600,6
0,"","",decompression_query,zstd,nyc29,209715200,73.124542,2.520481,f64,25600,2
0,"","",decompression_query,GDeflate,stocks_usa_c,209715200,35.443264,1.473170,f64,25600,5
0,"","",decompression,GDeflate,neon_wind_dir,209715200,33.767902,1.311304,f64,25600,6
0,"","",decompression_query,Thrust,Telco-111-rechrg_total_load_p2,104857600,4.685120,1.000000,f32,25600,6
0,"","",decompression_query,Thrust,cms25,209715200,5.209504,1.000000,f64,25600,8
0,"","",decompression,LZ4,bitcoin_transactions_f,209715200,40.438625,1.359903,f64,25600,3
0,"","",decompression_query,zstd,basel_temp_f,209715200,85.804253,2.611324,f64,25600,7
0,"","",decompression_query,GDeflate,neon_dew_point_temp,209715200,35.374687,1.126845,f64,25600,6
0,"","",decompression,LZ4,Telco-112-rechrg_total_load_p3,104857600,30.333471,1.504148,f32,25600,5
0,"","",decompression,Bitcomp,phone_gyro_f64,209715200,3.139264,0.998294,f64,25600,5
0,20.116953,6.768633,decompression,GALP,bird_migration_f,209715200,2.057728,3.050279,f64,25600,1
0,"","",decompression,zstd,cms9,209715200,84.602493,4.230612,f64,25600,4
0,"","",decompression,LZ4,gov10,209715200,43.635712,1.682712,f64,25600,5
0,"","",decompression_query,zstd,gov30,209715200,24.463039,15.048602,f64,25600,3
0,17.988594,178.304023,decompression_query,ALP,Telco-156-total_outgoing_min_p1,104857600,4.868384,1.212062,f32,25600,5
0,"","",decompression_query,zstd,neon_bio_temp_c,209715200,98.215103,3.717632,f64,25600,3
0,"","",decompression_query,LZ4,medicare1,209715200,35.930206,1.658314,f64,25600,6
0,"","",decompression,Deflate,medicare1,209715200,217.452377,1.187978,f64,25600,8
0,13.342500,100.114805,decompression,ALP,Telco-96-onnet_mins_p4,104857600,3.949824,1.768926,f32,25600,7
0,"","",decompression,Snappy,Telco-111-rechrg_total_load_p2,104857600,39.928673,1.624439,f32,25600,10
0,18.884062,127.531641,decompression,ALP,food_prices,209715200,5.775648,2.211976,f64,25600,7
0,16.522695,187.085195,decompression_query,ALP,Telco-151-total_mins_p1,104857600,5.043968,1.262477,f32,25600,1
0,"","",decompression,Deflate,gov26,209715200,189.772507,7.776672,f64,25600,6
0,"","",decompression,LZ4,CMSprovider-8-line_srvc_cnt,104857600,31.880640,1.346197,f32,25600,4
0,16.046797,190.214180,decompression_query,GALP,Telco-157-total_outgoing_min_p2,104857600,0.875488,1.254028,f32,25600,4
0,"","",decompression_query,Deflate,stocks_usa_c,209715200,215.041412,1.479317,f64,25600,4
0,"","",decompression,GDeflate,bird_migration_f,209715200,34.065952,1.104347,f64,25600,1
0,"","",decompression_query,GDeflate,Telco-151-total_mins_p1,104857600,17.655712,1.272997,f32,25600,2
0,"","",decompression_query,Bitcomp,Telco-96-onnet_mins_p4,104857600,2.962400,1.276805,f32,25600,9
0,"","",decompression_query,zstd,Telco-22-chrgd_rev_p1,104857600,35.307808,1.495213,f32,25600,1
0,"","",decompression_query,LZ4,neon_wind_dir,209715200,39.200993,1.917601,f64,25600,5
0,"","",decompression,LZ4,Telco-83-offnet_rev_p1,104857600,26.676928,1.316291,f32,25600,3
0,"","",decompression_query,Thrust,Telco-113-rechrg_total_load_p4,104857600,4.816896,1.000000,f32,25600,10
0,"","",decompression_query,Deflate,PanCreactomy1-8-line_srvc_cnt,104857600,110.713219,2.129359,f32,25600,7
0,"","",decompression_query,Snappy,bitcoin_f,209715200,37.399071,2.270030,f64,25600,5
0,13.020938,2.866719,decompression_query,ALP,Telco-110-rechrg_total_load_p1,104857600,1.066848,2.422407,f32,25600,3
0,"","",decompression,GDeflate,food_prices,209715200,33.336449,1.775993,f64,25600,9
0,15.237070,106.891445,decompression_query,GALP,Telco-153-total_mins_p3,104857600,0.749792,1.538292,f32,25600,4
0,"","",decompression_query,Thrust,Telco-152-total_mins_p2,104857600,4.681568,1.000000,f32,25600,7
0,"","",decompression,Snappy,neon_air_pressure,209715200,36.482273,2.665357,f64,25600,3
0,"","",decompression_query,Deflate,Telco-171-total_outgoing_rev_p1,104857600,113.599518,1.187800,f32,25600,5
0,"","",decompression,GDeflate,neon_wind_dir,209715200,33.756737,1.311304,f64,25600,1
0,"","",decompression,LZ4,neon_bio_temp_c,209715200,38.813728,2.314682,f64,25600,1
0,26.299297,54.273945,decompression_query,GALP,gov10,209715200,1.336128,2.072849,f64,25600,1
0,"","",decompression_query,zstd,stocks_uk,209715200,93.147392,5.896866,f64,25600,2
0,0.000000,39.839922,decompression_query,GALP,astro_mhd_f64,209715200,1.317536,18.559163,f64,25600,6
0,25.273086,139.151992,decompression_query,ALP,cms1,209715200,5.373056,1.766479,f64,25600,9
0,"","",decompression,BitcompSparse,neon_air_pressure,209715200,3.055936,0.998294,f64,25600,2
